;age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
12832;26;4;2;6;0;2;0;0;3;3;154;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
13548;25;7;2;5;0;2;0;0;3;2;384;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
11122;58;6;0;5;0;0;0;1;4;2;197;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
20763;46;4;1;6;0;0;0;0;1;4;517;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
9680;32;1;1;3;0;2;0;1;4;1;83;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
6392;40;1;1;3;1;0;0;1;6;3;43;5;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
38099;32;9;1;6;0;0;0;0;9;4;246;3;999;0;1;-3.4;92.379;-29.8;0.768;5017.5;0
115;36;1;1;3;0;0;0;1;6;1;286;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
32108;30;9;2;5;0;0;0;0;6;0;440;1;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
39900;34;0;2;6;0;2;0;1;4;1;100;1;999;0;1;-1.7;94.055;-39.8;0.733;4991.6;0
40870;35;9;1;5;0;2;2;0;8;4;608;1;9;2;0;-1.1;94.601;-49.5;0.959;4963.6;1
28857;55;4;1;0;1;0;0;0;0;2;594;2;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
41148;35;0;2;5;0;2;0;0;7;0;397;3;999;0;1;-1.1;94.767;-50.8;1.04;4963.6;1
35147;53;9;0;5;0;2;0;0;6;0;188;1;999;1;0;-1.8;92.893;-46.2;1.25;5099.1;0
23591;35;0;1;6;0;2;0;0;1;2;82;4;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
20811;57;4;1;6;1;0;0;0;1;4;338;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
38833;40;9;2;6;0;2;0;0;7;1;139;2;3;1;2;-3.4;92.649;-30.1;0.714;5017.5;0
6014;32;1;1;5;1;2;0;1;6;3;128;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
30703;33;0;1;3;1;0;0;0;6;3;168;1;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
24336;49;9;1;5;1;2;0;1;7;1;27;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
8403;50;7;0;0;1;0;0;1;4;3;80;4;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
38874;48;9;1;5;0;2;0;0;7;1;69;5;3;2;2;-3.4;92.649;-30.1;0.714;5017.5;0
6813;36;2;1;6;0;0;0;1;6;4;386;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
28031;28;9;2;5;0;2;0;0;0;2;477;2;999;1;0;-1.8;93.075;-47.1;1.483;5099.1;0
1402;47;0;1;6;0;0;0;1;6;2;42;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
33792;23;8;2;3;0;2;0;0;6;4;78;2;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
33443;32;0;2;3;0;0;0;0;6;3;278;1;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
25442;33;4;1;6;0;0;2;0;7;4;113;1;999;1;0;-0.1;93.2;-42.0;4.12;5195.8;0
12309;30;0;2;3;0;0;0;1;3;0;30;2;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
15766;47;9;1;5;0;0;0;0;3;1;149;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
29453;29;9;2;6;0;0;0;0;0;1;354;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
18491;39;9;1;3;0;2;0;0;3;2;123;3;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
17357;45;0;1;3;1;2;0;0;3;1;386;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
1913;45;0;0;2;1;0;0;1;6;0;488;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
17542;43;10;0;2;0;0;0;0;3;1;117;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
8664;30;7;2;3;0;0;0;1;4;4;245;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
29039;45;4;1;6;0;2;2;0;0;0;362;1;999;2;0;-1.8;93.075;-47.1;1.405;5099.1;0
33329;39;9;2;5;0;0;0;0;6;3;251;1;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
16689;32;1;1;1;0;2;0;0;3;4;158;4;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
23088;55;0;1;6;0;2;0;0;1;3;82;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
15545;24;1;1;2;0;0;0;0;3;0;225;2;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
24071;48;0;1;3;0;2;0;1;7;3;217;1;999;0;1;-0.1;93.2;-42.0;4.7;5195.8;0
17046;45;9;0;7;1;0;0;0;3;0;64;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
31050;36;1;1;1;1;0;0;0;6;4;54;1;999;2;0;-1.8;92.893;-46.2;1.334;5099.1;0
33579;33;4;1;2;1;2;0;0;6;3;275;3;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
22738;42;0;0;6;0;2;0;0;1;1;91;5;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
1905;26;0;2;3;1;2;0;1;6;0;161;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
24381;40;0;1;6;1;2;2;0;7;1;205;2;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
34440;27;0;2;2;0;2;0;1;6;2;230;4;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
24085;29;9;1;6;0;2;0;0;7;2;150;1;999;0;1;-0.1;93.2;-42.0;4.592;5195.8;1
17885;58;0;1;3;0;2;0;0;3;3;104;6;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
9495;51;7;1;3;1;2;0;1;4;1;81;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
38647;27;1;2;2;0;0;0;0;7;3;217;1;999;2;0;-3.4;92.649;-30.1;0.72;5017.5;1
31971;36;1;1;7;0;0;0;0;6;2;249;4;999;1;0;-1.8;92.893;-46.2;1.327;5099.1;0
23380;41;9;0;5;0;2;0;0;1;4;122;4;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
3600;41;1;1;0;1;0;0;1;6;0;134;3;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
9743;53;1;1;2;0;0;0;1;4;1;445;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
34826;59;4;1;0;1;1;1;0;6;2;165;4;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
6370;39;7;1;3;0;0;0;1;6;3;132;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
30039;61;5;1;0;0;2;0;0;0;4;245;4;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;1
22247;56;6;1;2;0;2;0;0;1;2;176;7;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
25375;41;0;2;6;0;2;0;0;7;3;105;5;999;1;0;-0.1;93.2;-42.0;4.153;5195.8;0
40211;35;1;1;3;0;2;0;1;3;3;7;1;999;0;1;-1.7;94.215;-40.3;0.876;4991.6;0
28075;51;9;0;5;0;2;2;0;0;0;84;1;999;1;0;-1.8;93.075;-47.1;1.479;5099.1;0
18146;51;3;1;3;0;2;0;0;3;4;44;3;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
25922;41;0;1;6;0;2;0;0;7;4;54;1;999;1;0;-0.1;93.2;-42.0;4.12;5195.8;0
27103;35;0;2;6;0;2;2;0;7;0;529;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;1
7208;56;9;1;5;1;2;0;1;6;2;124;3;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
35808;44;1;2;2;0;0;0;0;6;1;267;4;999;1;0;-1.8;92.893;-46.2;1.244;5099.1;0
27905;36;4;1;6;0;2;2;0;5;2;94;1;999;0;1;-1.8;92.843;-50.0;1.538;5099.1;0
23990;59;5;1;7;0;2;2;0;1;0;117;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
19718;36;0;1;3;1;2;2;0;1;2;163;5;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
18846;48;1;1;6;0;0;0;0;1;1;164;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
32627;27;2;1;6;0;0;2;0;6;1;117;1;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
32237;29;1;1;2;0;0;0;0;6;0;111;4;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
28701;32;0;2;6;0;2;0;0;0;2;495;1;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;1
9579;44;1;2;0;0;2;0;1;4;1;76;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
6635;49;7;1;3;1;2;0;1;6;4;191;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
20631;33;9;1;3;0;0;0;0;1;4;703;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;1
12003;49;10;1;2;0;2;2;1;4;2;271;1;999;0;1;1.4;94.465;-41.8;4.955;5228.1;0
30143;26;0;2;6;0;2;0;0;0;2;239;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;1
23177;29;0;2;3;0;0;0;0;1;3;78;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
12856;57;0;1;0;1;2;0;0;3;3;325;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
24708;37;2;1;2;1;0;0;1;7;1;210;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
25897;36;0;1;6;0;2;0;0;7;4;40;2;999;1;0;-0.1;93.2;-42.0;4.12;5195.8;0
21127;32;0;1;6;0;2;2;0;1;1;124;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
7204;41;1;1;1;0;0;0;1;6;2;74;2;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
6373;41;7;1;3;0;0;0;1;6;3;177;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
5336;53;7;2;3;1;0;2;1;6;0;55;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
34711;45;6;1;6;0;2;0;0;6;2;171;4;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
30307;37;0;1;3;0;2;0;0;0;2;226;1;2;1;2;-1.8;93.075;-47.1;1.365;5099.1;0
32184;33;9;1;5;0;0;0;0;6;0;290;1;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
32582;44;0;1;2;0;2;0;0;6;1;55;1;999;2;0;-1.8;92.893;-46.2;1.299;5099.1;0
33974;33;4;1;2;0;2;2;0;6;4;168;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
13638;40;9;1;2;0;2;0;0;3;2;154;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
7030;38;1;1;1;1;2;0;1;6;2;125;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
9841;30;6;2;6;0;0;0;1;4;4;587;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;1
38959;38;9;1;6;0;2;2;0;2;4;310;1;999;0;1;-3.0;92.713;-33.0;0.721;5023.5;1
29895;47;1;1;2;0;2;0;0;0;1;9;2;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
29352;39;4;2;6;0;2;0;0;0;0;271;2;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
19901;40;9;2;6;0;2;0;0;1;0;117;2;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
23644;42;3;1;6;0;1;1;1;1;2;12;9;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
2058;33;7;1;3;1;0;0;1;6;1;164;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
29582;58;7;1;1;0;2;0;0;0;1;41;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
36;34;7;1;3;0;0;0;1;6;1;365;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
8036;47;2;2;6;1;2;0;1;4;1;42;1;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
221;43;9;1;7;1;0;0;1;6;1;366;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
37636;46;2;1;3;0;2;0;0;1;1;109;1;999;0;1;-2.9;92.201;-31.4;0.861;5076.2;0
13573;42;1;1;0;0;0;0;0;3;2;214;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
1845;40;1;1;1;1;2;0;1;6;0;296;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
26775;54;3;0;6;0;2;2;0;7;2;653;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;1
37266;54;10;1;6;0;0;0;1;1;1;122;3;999;0;1;-2.9;92.201;-31.4;0.884;5076.2;0
18837;41;9;1;6;0;2;0;0;1;1;71;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
32885;32;9;2;3;0;2;2;0;6;1;426;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
6219;33;0;1;2;0;2;0;1;6;3;140;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
28787;50;10;1;0;1;2;0;0;0;2;241;2;999;1;0;-1.8;93.075;-47.1;1.41;5099.1;0
18463;33;9;2;5;0;0;0;0;3;2;140;3;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
92;60;0;1;7;1;0;2;1;6;1;213;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
13526;23;1;2;2;0;0;0;0;3;2;168;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
29898;38;9;2;5;0;2;0;0;0;1;152;5;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
40690;64;5;0;0;0;2;2;1;9;0;211;2;6;2;2;-1.1;94.199;-37.5;0.878;4963.6;1
41057;30;4;1;6;0;0;2;0;8;4;255;1;6;1;2;-1.1;94.601;-49.5;1.043;4963.6;1
32274;40;1;1;0;0;0;0;0;6;0;77;1;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
17886;36;3;1;0;0;2;0;0;3;3;665;3;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
2244;36;0;2;3;0;2;2;1;6;1;111;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
20590;54;7;1;3;0;0;0;0;1;3;321;4;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
20739;31;9;1;6;0;2;2;0;1;4;156;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
22607;53;0;0;6;0;1;1;0;1;0;91;10;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
2281;45;7;2;5;1;0;0;1;6;3;449;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
26555;30;1;2;2;1;2;0;0;7;2;71;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
17477;59;0;0;3;0;2;0;0;3;1;86;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
4538;55;0;0;6;0;0;0;1;6;3;146;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
39363;57;1;1;2;0;0;0;0;5;0;698;1;999;0;1;-1.8;93.369;-34.8;0.636;5008.7;0
28491;35;0;1;6;0;0;0;0;0;3;72;1;999;0;1;-1.8;93.075;-47.1;1.423;5099.1;0
26268;32;1;1;7;0;0;0;0;7;2;366;4;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
22315;54;1;1;0;0;2;0;0;1;2;150;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
27248;47;9;1;6;0;0;0;0;7;0;744;2;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
24885;39;7;1;3;0;2;0;0;7;3;107;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
27346;51;0;1;6;0;0;2;0;7;0;220;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
23207;47;2;1;3;0;2;2;0;1;3;303;5;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
27414;56;1;0;3;0;0;0;1;7;0;68;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
18156;34;9;2;5;0;2;0;0;3;4;1078;8;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
15433;42;0;1;6;0;2;0;0;3;0;287;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
10602;54;4;1;6;0;2;0;1;4;3;89;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
5853;35;1;1;3;0;2;2;1;6;1;83;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
23825;55;0;1;6;1;0;2;0;1;0;80;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
4257;37;0;1;3;1;2;2;1;6;3;196;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
8474;49;0;1;6;0;0;0;1;4;3;88;6;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
37440;44;0;1;6;0;0;0;0;1;4;96;2;4;1;2;-2.9;92.201;-31.4;0.879;5076.2;0
29245;30;9;2;5;0;0;0;0;0;0;73;2;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
260;33;0;1;3;0;0;2;1;6;1;181;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
5886;37;1;0;2;1;0;0;1;6;1;405;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
16177;49;0;1;3;0;0;0;0;3;3;443;1;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
11771;44;5;2;0;0;2;2;1;4;0;160;2;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
36207;32;0;1;6;0;2;2;0;6;2;135;3;999;0;1;-1.8;92.893;-46.2;1.27;5099.1;0
3618;34;1;1;2;0;0;0;1;6;0;345;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
10814;39;7;2;3;0;2;0;1;4;4;205;3;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
17131;39;0;1;3;0;2;0;0;3;0;214;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
25084;35;1;0;2;0;2;0;0;7;3;134;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
27435;43;9;2;3;0;0;0;0;7;0;61;2;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
1506;30;9;1;5;0;0;0;1;6;2;390;3;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
3528;36;0;1;6;0;2;0;1;6;0;336;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
41080;27;8;2;3;0;0;2;0;7;3;326;1;999;0;1;-1.1;94.767;-50.8;1.049;4963.6;0
18267;43;9;0;5;1;2;2;0;3;4;180;7;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
16123;27;10;2;6;0;2;0;0;3;3;272;1;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
35587;50;0;0;0;0;2;0;0;6;1;8;11;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
28815;33;9;1;5;0;0;2;0;0;2;383;3;999;1;0;-1.8;93.075;-47.1;1.41;5099.1;0
21502;36;0;1;6;1;0;0;0;1;3;97;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
1119;35;0;1;6;0;0;0;1;6;4;41;3;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
28457;45;1;1;2;1;2;0;0;0;3;427;4;999;1;0;-1.8;93.075;-47.1;1.423;5099.1;0
17282;57;5;2;0;0;0;2;1;3;0;93;11;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
1884;42;1;1;2;1;0;0;1;6;0;119;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
7087;36;0;1;3;0;0;0;1;6;2;263;3;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
30974;32;9;1;5;0;2;0;0;6;3;81;9;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
13552;33;9;1;6;0;2;0;0;3;2;42;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
29800;31;9;2;5;0;2;0;1;0;1;16;12;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
4322;47;2;1;7;1;0;0;1;6;3;434;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
10034;36;1;1;1;0;2;0;1;4;2;614;2;999;0;1;1.4;94.465;-41.8;4.958;5228.1;1
8296;43;5;1;2;1;0;0;1;4;3;455;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
977;32;2;0;6;0;0;0;1;6;4;96;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
32987;54;4;1;3;1;0;0;0;6;1;194;2;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
3684;59;5;0;2;1;2;0;1;6;0;124;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
8636;37;1;1;1;0;0;0;1;4;4;654;2;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
40727;86;5;1;7;1;2;0;0;9;3;340;1;999;0;1;-1.1;94.199;-37.5;0.877;4963.6;1
25974;46;0;0;6;0;2;0;0;7;4;95;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
14276;35;1;1;3;0;0;2;0;3;1;149;4;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
10600;51;1;1;0;1;2;0;1;4;3;85;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
1750;33;4;2;6;0;0;0;1;6;0;261;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
38732;45;0;2;6;0;1;1;0;7;3;133;3;999;1;0;-3.4;92.649;-30.1;0.715;5017.5;0
21029;31;0;2;6;0;2;2;0;1;2;337;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
38816;31;0;2;3;0;0;0;0;7;0;122;4;999;3;0;-3.4;92.649;-30.1;0.714;5017.5;0
3533;51;1;1;3;0;0;2;1;6;0;247;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
20696;34;0;2;6;0;2;0;0;1;4;100;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
21545;32;9;2;3;0;2;0;0;1;3;129;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
14099;24;6;2;5;0;2;0;0;3;1;61;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
8862;36;1;1;3;0;0;0;1;4;2;272;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
2287;37;11;1;6;0;0;2;1;6;3;249;3;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
37435;29;1;2;3;0;2;0;0;1;4;71;1;999;0;1;-2.9;92.201;-31.4;0.879;5076.2;0
5945;37;1;1;0;0;0;0;1;6;3;565;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
16296;29;1;2;2;1;2;0;0;3;3;89;5;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
27451;48;9;1;5;0;0;0;0;7;0;78;6;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
8379;39;1;1;1;0;0;0;1;4;3;1340;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
17056;52;1;1;0;1;0;2;0;3;0;114;12;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
28706;50;1;1;2;1;2;0;0;0;2;99;1;999;1;0;-1.8;93.075;-47.1;1.41;5099.1;0
37557;36;10;2;6;0;0;0;0;1;0;260;1;999;0;1;-2.9;92.201;-31.4;0.869;5076.2;0
16834;54;7;2;2;0;0;2;0;3;2;169;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
32769;34;9;1;2;0;0;0;0;6;1;103;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
7117;59;0;1;6;0;2;2;1;6;2;535;2;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
39872;31;9;1;5;0;2;0;0;4;3;250;4;3;2;2;-1.7;94.055;-39.8;0.723;4991.6;0
230;39;0;1;5;0;2;0;1;6;1;580;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
39790;28;7;1;3;0;2;2;1;4;3;12;1;999;0;1;-1.7;94.055;-39.8;0.702;4991.6;0
3335;38;0;0;3;0;0;0;1;6;2;134;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
5933;36;2;1;6;1;0;0;1;6;3;152;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
30381;46;0;1;1;0;2;0;0;0;2;513;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;0
3378;58;5;0;6;0;2;0;1;6;2;30;2;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
5867;33;1;1;2;1;2;0;1;6;1;125;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
3746;39;3;1;3;0;2;0;1;6;0;193;11;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
2856;49;7;1;3;0;2;0;1;6;4;214;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
22026;35;4;1;6;1;2;2;0;1;4;216;7;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
15010;24;7;2;3;0;0;0;0;3;2;1150;3;999;0;1;1.4;93.918;-42.7;4.958;5228.1;1
18994;32;9;1;5;0;2;0;0;1;3;133;2;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
14281;50;0;0;2;0;0;0;0;3;1;250;5;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
38585;37;0;2;6;0;2;0;1;8;0;62;3;999;0;1;-3.4;92.431;-26.9;0.72;5017.5;0
13587;46;0;0;6;1;0;0;0;3;2;642;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
27066;32;8;2;5;0;2;2;0;7;0;261;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
17462;47;3;1;0;1;0;0;0;3;1;71;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
12302;45;4;1;6;1;0;2;1;3;0;31;1;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
17365;47;9;2;5;0;2;0;0;3;1;365;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;1
2438;58;1;0;0;0;2;0;1;6;3;277;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
23704;33;0;2;6;0;2;0;1;1;2;158;1;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
2463;58;11;1;0;0;0;2;1;6;3;295;3;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
11045;51;4;1;3;0;0;0;1;4;4;99;3;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
10992;27;4;2;3;0;1;1;1;4;4;155;2;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
187;54;5;1;3;1;0;0;1;6;1;130;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
2011;37;0;1;3;0;2;0;1;6;1;115;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
24099;57;0;0;6;0;0;0;1;7;3;119;1;999;0;1;-0.1;93.2;-42.0;4.343;5195.8;0
8547;30;7;2;5;0;0;0;1;4;4;386;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
8761;34;4;1;6;0;2;0;1;4;2;773;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
37587;28;10;1;5;0;0;0;1;1;0;140;11;999;0;1;-2.9;92.201;-31.4;0.869;5076.2;0
2878;56;4;1;6;0;0;0;1;6;4;350;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
34450;24;7;2;3;0;0;2;0;6;2;91;1;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
22113;55;9;1;5;0;0;2;0;1;2;209;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
